"idRegistroEncuesta","idEstablecimiento","NombreEstablecimiento","NombrePropietario","Direccion","Ciudad","GPS","StickerQR","Canal","Localidad","SubLocalidad"
5135453,642209,panera express,,CL 70 # 4 A NORTE - 93,CALI,"3.487694501876831;-76.50025177001953",1224440668,Panaderia,6,1
6615825,727285,Billares chevete,NA,KR 52 # 77 - 30,ITAGUI,"6.186188220977783;-75.59527587890625",22057460,Billar,1,2
4747953,150126,TIENDA LA SEDE,,CL 25 # 28 - 05,MALAMBO,"10.872445106506348;-74.78052520751953",42000748,Tienda,1,2
6569855,397206,SUPER TIENDA DONDE PAO,Ana paulina cabra,KR 27 # 6 - 96,DUITAMA,"5.8154698;-73.0347982",130003088,Tienda,2,1
7045061,744161,MENCHO LICORES,no dice,CL 9 # 57 A - 30,SANTA MARTA,"11.249220848083496;-74.16771697998047",82007097,Licoreria,5,2
6527635,192967,TIENDA GIRASOL,Rafael,TV 1 C # 76 O - 04,SOLEDAD,"10.887638333333333;-74.81607833333334",40027699,Tienda,3,1
6723115,60035014,no registra nombre,alexa arias,KR 2 # 38 - 09,PEREIRA,"4.819936666666666;-75.71047333333333",60035014,Tienda,2,2
6015653,125728,ningunon,diana,CL 25 SUR # 69 - 85,BOGOTA,"4.61411421;-74.13438047",17989934,Cafeteria,8,2
6046737,712032,RICURAS DE PASO,Martha,KR 70 B # 5 C - 09,BOGOTA,"4.629034042358398;-74.13198852539062",17995418,Cafeteria,8,2
6785378,961263,de todito cafe y mas,,CL 2 # 5 - 43,MADRID,"4.729809284210205;-74.26705932617188",1224503101,Tienda,1,1
6852928,356764,frutas y verduraems,,KR 2 # 8 SUR - 80,COTA,"4.8046014;-74.100078",17976934,Tienda,1,1
6310515,675041,TIENDA LA HERMANDAD,martha prada ,KR 7 # 76 - 15,NEIVA,"2.970158815383911;-75.28612518310547",92009576,Tienda,9,1
5559112,440045,FRUVER EL SOCIAL,jose ,CL 107 # 48 B - 42,MEDELLIN,"6.2970231;-75.5529375",22016828,Tienda,2,1
7050032,379479,MINIMERCADO LAIA,yolanda silva,KR 22 # 5 - 11,YOPAL,"5.351587772369385;-72.4002685546875",225000634,Tienda,1,1
6775320,961284,pizza y cafe,sandra,KR 14 # 2 C - 06,SOGAMOSO,"5.703403333333334;-72.94035333333333",132013735,Comidas Rapidas,1,1
6579982,389529,Tienda Mixta,Yecenia,KR 26 I1 # 72 U - 74,CALI,"3.4297833731397986;-76.4853295404464",32031719,Tienda,13,1
6762988,84154,TIENDA EL CAIRO,miguel,LC CAIRO SEC CAIRO,CARTAGENA,"10.404153333333333;-75.50161833333333",72009265,Tienda,1,9
6705561,508170,GOUMERMETCITOS,NO DECLARADO,CL 51 # 43 - 45,MEDELLIN,"6.2483134269714355;-75.56300354003906",22043065,Restaurantes,10,2
5145348,428617,CHENCHA,ELSA CELIS,CL 4 # 3 C - 168,UBATE,"5.303388177417219;-73.81443383172154",132004090,Tienda,1,1
6905606,50580050,BILLARES PICASSO,mary,KR 27 # 62 - 06,BUCARAMANGA,"7.105490207672119;-73.114013671875",50580050,Billar,6,2
6275771,12055,CIGARRERIA DE LA 108,no responde,CL 108 # 53 - 05,BOGOTA,"4.69718599319458;-74.06279754638672",10014445,Tienda,11,4
6553639,582716,TIENDA COVIBA,nn,CL 78 B # 22 - 24 SEC COVIBA,BARRANCABERMEJA,"7.08238368;-73.85359689",52014102,Tienda,3,1
5947813,464495,charcuteria guaricositas,,CL 45 # 61 F - 15,RIONEGRO,"6.149948202073574;-75.38256721571088",1200509374,Tienda,4,1
6588181,403297,tienda y pa que mas,,CL 30 BIS # 9 - 100,YOPAL,"5.327155113220215;-72.40213012695312",225000148,Tienda,4,1
7008862,81692,brasas cali,,KR 39 # 27 - 54,CALI,"3.419374942779541;-76.5168228149414",32015372,Restaurantes,11,1
3932665,365573,BROSTIPOLLO,diana Suárez,AV PRADILLA 3 # 40 - 0 LC 128,CHIA,"4.8633722;-74.0511385",0,Restaurantes,1,3
6946538,500370,TIENDA LA FRONTERA,nn,CL 50 # 57 - 06,BARRANCABERMEJA,"7.0601623;-73.8251815",260000773,Tienda,7,1
6483749,484134,BAR TABU,YOHANNA CORTES,CL 46 SUR # 24 B - 29,BOGOTA,"4.579889297485352;-74.1279067993164",17964668,Bar,6,2
6924948,1210123061,PARQ OCHOA,,KR 52 # 56 - 57,MEDELLIN,"6.255970001220703;-75.5679931640625",1210123061,Restaurantes,10,1
5774462,207537,PANADERIA Y REFRESQUERIA OASIS DE BENDICIONES,Alvaro,CL 50 # 10 C - 23,SOLEDAD,"10.905368562332233;-74.78719733944774",42024987,Panaderia,2,2
4064748,396097,Cafetería la hermosa ,xxxx,TV 12 # 22 - 51,FUSAGASUGA,"4.333086666666667;-74.37065833333332",1200476286,Tienda,1,1
6977123,193652,NA,NA,AV 47 A # 65 - 125,BELLO,"6.347290992736816;-75.55416107177734",20030917,Tienda,1,1
6524309,346089,TIENDA LA ESPERANZA,difna gomez,CL 20 # 7 - 30,RIOHACHA,"11.5385845;-72.9049736",175002216,Tienda,6,1
6047125,814713,CAFETERIA BUENUELOS,no da,KR 73 # 64 SUR - 01 LC 1,BOGOTA,"4.586068153381348;-74.16864776611328",18007156,Cafeteria,19,3
6612894,711128,CAFETERIA MAFALDA,no responde ,CL 50 # 49 - 68,COPACABANA,"6.346655368804932;-75.50765991210938",22037654,Cafeteria,1,1
5033158,434637,NO TIENE,NO DECLARADO,KR 81 H # 43 A SUR - 60 LC 2,BOGOTA,"4.6250785;-74.16990918",17944488,Tienda,8,9
3504795,130467,NO TIENE,NO DECLARADO,CL 75 # 77 B - 57,BOGOTA,"4.69463559012923;-74.0982887541827",10115513,Tienda,10,5
6120460,227381,CIHARRERIA LAGARTOS,NO DECLARADO,AV BOYACA # 116 A - 28,BOGOTA,"4.702280044555664;-74.08084869384766",1200249931,Tienda,11,4
4495543,1224189494,SURTIFRUVER LA GRAN COSECHA,NO DECLARADO,AC 153 # 103 B - 20,BOGOTA,"4.754771666666667;-74.09095333333333",17925791,Fruver,11,1
6193992,180818,TIENDA LA NUEVAS DE BOSTON,gonzalo ,CL 61 # 44 B - 05,BARRANQUILLA,"10.988842010498047;-74.79692077636719",42015893,Tienda,2,7
6374466,845102,CHARCUTERIA VALLESTER,NO DECLARADO,CL 11 # 19 - 86,CUCUTA,"7.8881402015686035;-72.46906280517578",110008409,Tienda,3,1
5088517,632620,RANCHON DE MI APA,angela,KR 40 # 25 - 08,CALI,"3.4184796810150146;-76.5209732055664",32035109,Tienda,11,1
7049019,193716,Supermercado La Chinca,,DG 61 # 42 - 104,BELLO,"6.343302249908447;-75.54981994628906",20402140,Autoservicio,1,1
6803057,352576,TIENDA SALPIAVENA,cristobal,KR 18 ESTE # 48 ESTE - 63,VILLAVICENCIO,"4.150088333333333;-73.58355333333334",125007885,Tienda,4,1
6681392,788818,DONDE MI MOSA,ninguno,KR 10 ESTE # 30 ESTE - 09,FLORIDABLANCA,"7.078671666666666;-73.08726",52015889,Licobar,4,2
6906620,531775,TIENDA SUSY,,CL 31 G # 9 A - 25,VILLAVICENCIO,"4.145180476849186;-73.60969583073056",125001898,Tienda,4,1
6694901,326991,TIENDA MIXTA ALDANA,claudia,CL 9 B # 2 ESTE - 36,POPAYAN,"2.435851343907416;-76.60063812509179",180006841,Tienda,4,1
6907615,859630,RRSTAURANTE METROPOLI,juliana,CL 15 # 21 - 41,PASTO,"1.210235;-77.27971833333332",190002365,Restaurantes,1,1
6881249,633558,LAS DELICIAS DE ROSA Y OLGA,NO DECLARADO,AV 2 B 1 # 73 BIS NORTE - 140,CALI,"3.493339515837773;-76.50335248251486",32031841,Cafeteria,2,1
3527285,15895,CLUB DE TEJO LOS OSCUROS,MARYURI PERRA,CL 147 A # 86 - 05,BOGOTA,"4.7411238219845;-74.0811640792142",10590472,Cancha de Tejo,11,5
6800437,965797,natural y caseritos ,,CL 23 # 5 - 28,TUNJA,"5.5343708992004395;-73.35540771484375",132011556,Cafeteria,7,1
6676352,943759,la aletosa,andelfo,CL 22 # 28 - 69,FLORIDABLANCA,"7.075460433959961;-73.10651397705078",52024586,Comidas Rapidas,2,2
6977585,426100,pasteleria rubiales,,KR 15 ESTE # 30 - 26,VILLAVICENCIO,"4.134012222290039;-73.58930206298828",125004575,Panaderia,5,1
7057706,153306,NO TIENE,NO TIENE,KR 43 # 88 - 01,MEDELLIN,"6.280220031738281;-75.5507583618164",20021584,Tienda,3,1
6630528,112715,CAFETERIA EL NOGAL,katerine,KR 16 # 14 - 76,PIEDECUESTA,"6.985114097595215;-73.04108428955078",50602382,Cafeteria,1,2
4154809,419452,PINACHOS,,CL 13 # 4 - 17,ESPINAL,"4.1511181532256565;-74.88888595643034",0,Comidas Rapidas,2,1
6486507,907564,no dice,N9 dice,KR 57 A # 73 - 46,BELLO,"6.351068019866943;-75.56017303466797",22054753,Cafeteria,1,1
6679965,821213,SUPERTIENDAS MATI,NO DECLARADO,KR 114 D # 152 B - 19,BOGOTA,"4.757150173187256;-74.09983825683594",18029192,Licoreria,11,7
5845181,768760,no tiene,ludis,KR 31 B # 93 D - 28,MEDELLIN,"6.285161666666666;-75.543455",22041757,Tienda,3,1
6847072,344413,Tienda,NO DECLARADO,TV 5 I # 48 F SUR - 17,BOGOTA,"4.55810022354126;-74.11150360107422",17926008,Tienda,18,2
6705709,780066,NO TIENE,nn,KR 8 # 25 - 04,TUNJA,"5.537127494812012;-73.35844421386719",132011499,Cafeteria,5,1
6978502,70802,restaurante la brasa,,CL 31 # 15 - 12,BUCARAMANGA,"7.121210098266602;-73.12754821777344",50902885,Restaurantes,15,1
6533316,914999,RESTAURANTE LA MARCHA,andrea,KR 4 # 4 - 123,ALBANIA,"11.161472056992352;-72.592415465042",0,Restaurantes,1,1
5035663,599421,MINI MIX,Adm.Carlos Mario Pardo,MZ 64 ET 2 CS 28 LC 3,VILLAVICENCIO,"4.058719999999999;-73.67227166666666",125006317,Comidas Rapidas,8,1
7018838,338959,TIENDA LA FORTUNA,jervey,CL 24 # 8 - 02,TULUA,"4.0937008475884795;-76.20847544632852",170001144,Tienda,7,1
6712306,96462,donde mafe,,CL 48 # 27 - 20,MANIZALES,"5.062250137329102;-75.50154876708984",62030515,Cafeteria,10,1
4442865,413481,PLACITA CAMPESINA,ANDREA CASTRO,KR 55 C # 159 - 28,BOGOTA,"4.741702185751731;-74.05817979082418",17951775,Fruver,11,2
5109647,637028,mi casita ,sarca ,AV 37 # 33 - 22,CUCUTA,"7.874780595302582;-72.53678175620735",110006844,Tienda,9,1
5932197,1210376450,Variedades JD,,KR 13 B ESTE # 27 - 26,VILLAVICENCIO,"4.131956577301025;-73.59043884277344",125007904,Autoservicio,5,1
6919005,213748,TIENDA LA PODEROSA,juan,CL 25A # 22 - 25,SINCELEJO,"9.304205174557865;-75.388820534572",150702789,Tienda,5,1
6243299,728705,ASADERO KOKORIKO,Antonio cardenas,TV 4 # 5 - 119,SOGAMOSO,"5.705396113917232;-72.92492983862758",132011148,Restaurantes,1,1
6617633,181344,DROGUERIA HIPER ONCE,andres,CL 11 A # 72 B - 25,BOGOTA,"4.64309024810791;-74.13583374023438",18001352,Drogueria,8,4
6671732,59946,CIGARRERIA Y SALSAMENTARIA,no informa,KR 71 D # 12 - 79,BOGOTA,"4.643330097198486;-74.12957763671875",16936739,Tienda,8,1
5891639,1210082225,TIENDA JIRETH,claudia,MZ F LT 15 SEC PAZ DEL NORTE,MONTERIA,"8.81012052;-75.85878496",143004659,Tienda,9,1
6083748,822681,SABOR SURENO,Jorge Vallejo,KR 5 # 22 - 43 SEC SAN VICENTE,IPIALES,"0.8313688635826111;-77.6458511352539",341902684,Cafeteria,1,1
5429189,693495,CAFEPANTERA SAS,,KR 12 # 20 - 55,GIRARDOT,"4.2995991706848145;-74.80590057373047",1224356903,Cafeteria,1,1
5612404,580027,TIENDA LA BENDICION,danny,CL 6 # 23 - 10 SEC BELISARIO,CUCUTA,"7.894482612609863;-72.52135467529297",110004861,Tienda,8,1
3859381,352257,CHORISANTA ,NO DECLARADO,CL 14 # 33 - 44,ACACIAS,"3.9884344954043627;-73.77564707770944",0,Comidas Rapidas,1,1
6954414,900596,panaderia Cañitas,jhon Arteaga,KR 11 # 14 - 22 SEC LIBERTAD,TUQUERRES,"1.088223934173584;-77.6210708618164",341140121,Panaderia,3,1
6996189,412539,TIENDA Y TERRAZA EL ROBLE,yimi torres ,CL 26 # 26 - 20,TURBACO,"10.33830554;-75.41641114",72009208,Tienda,1,1
3304712,221887,TRAPERO UNIVERSAL,no suministra,CL 62 SUR # 85 B - 56,BOGOTA,"4.61880222251825;-74.18899547848",17904955,Tienda,7,1
6637101,934409,tienda tio chepe,,KR 5 # 16 - 38,PIEDECUESTA,"6.979655742645264;-73.04993438720703",50005324,Tienda,1,2
7060525,395390,Variedades la amapola,,CL 48 # 19 - 91,BARRANCABERMEJA,"7.058502197265625;-73.85858917236328",260000756,Tienda,1,1
5775518,424973,LLANO LICORERA LA 22,Mauricio Angarita,KR 17 # 22 - 11,YOPAL,"5.334436893463135;-72.39762115478516",225000682,Licoreria,4,1
6990473,98844,GARDEN S CHINO,NO DECLARADO,CL 35 # 32 - 90,MEDELLIN,"6.232250213623047;-75.55931854248047",20903699,Restaurantes,9,2
5870306,510715,COMIDA RAPIDA JAHANA,johana,CL 1 # 5 - 74 LC 1,PIEDECUESTA,"6.993549346923828;-73.05520629882812",52011460,Comidas Rapidas,1,1
6941200,523324,RED DOOR BAR,NO LO DIO,KR 53 # 75 - 98,BARRANQUILLA,"11.002020835876465;-74.80517578125",42025709,Bar,2,3
6510776,910472,comidas rapidas vikingos ,isauro triana ,CL 4 # 4 - 54,LA PLATA,"2.3883774280548096;-75.89198303222656",341580103,Comidas Rapidas,1,1
4835023,32033358,DEDICIOSOS,alejandro galvis,KR 26 A # 40 - 108,TULUA,"4.072003;-76.198635",32033358,Comidas Rapidas,5,1
3860907,156911,MERKAFRUVER LA 6,NO DECLARADO,CL 6 # 12 - 04,SANTA MARTA,"11.1931193;-74.2208848",82000683,Autoservicio,7,2
6815253,170374,no tiene,,KR 17 # 16 - 02,BUCARAMANGA,"7.131279945373535;-73.12860107421875",52020309,Tienda,3,2
6919973,1210535802,mercasur centro,,CL 35 # 23 - 70,BUCARAMANGA,"7.121119976043701;-73.11961364746094",1210535802,Autoservicio,13,2
6350153,1201377688,viveres la 36,carmen,CL 36 A # 15 - 42,VILLAVICENCIO,"4.14833402633667;-73.61579132080078",125011621,Tienda,4,1
6238665,853021,TIENDA JUAN JOSE,alexandra ,KR 12 C # 26 A - 51,VILLAVICENCIO,"4.142119884490967;-73.6137466430664",125012585,Cafeteria,5,1
5391186,687795,TIENDA Y LICORES MONTY,Fernando Lopez,CL 7 # 9 - 43,POPAYAN,"2.44075128;-76.60963096",180004379,Tienda,4,1
3861910,1210731622,el paso,NO DECLARADO,KR 28 A # 38 D - 44,MEDELLIN,"6.2324801;-75.5567775",1210731622,Tienda,9,2
4972552,222387,superpan2000,no declara,CL 2 A # 53 G - 12,BOGOTA,"4.6166300773620605;-74.12064361572266",17904866,Panaderia,16,4
6889486,536419,Granero  San Fernando,,KR 14 # 17 - 02,BARBOSA,"6.437819999999999;-75.32995833333332",1210264773,Tienda,1,1
6813271,970419,el bohio,,KR 30 # 9 - 92,CALI,"3.4295876;-76.5353439",1224413006,Restaurantes,19,1
4079172,133869,"0",NO DECLARADO,CL 73 B SUR # 14 - 37,BOGOTA,"4.5172628;-74.1196328",10063445,Fruver,5,1
6949997,988619,NO TIENE,NO LO DIO,KR 25 A # 87 - 04,BARRANQUILLA,"10.973673820495605;-74.83122253417969",42031613,Drogueria,3,1
5442346,696776,LADY BEJARANO,LADY BEJARANO,KR 11 # 35 - 40,SOGAMOSO,"5.736673333333332;-72.91764666666667",132009851,LicoBar,1,1
6855605,877409,hermsnos mattos,,CL 9 # 22 - 05,BARRANQUILLA,"10.960185050964355;-74.77066040039062",42031069,Tienda,5,2
6205970,140725,SUPERMERCADO LA REINA,MARIA HUERTAS,TV 94 L # 89 - 33,BOGOTA,"4.7142527;-74.099667",10412399,Autoservicio,10,2
6912042,4523,panaderia la ricura,,KR 15 # 15 - 10,BARRANQUILLA,"10.954190144183954;-74.7728432261463",42029410,Panaderia,5,2
6169027,188416,ABARROTES EL IMPECABLE,,KR 52 # 37 - 39,CARTAGENA,"10.411360740661621;-75.49759674072266",72003142,Tienda,2,5
5783107,728788,LA BODEGUITA,,KR 42 D # 5 - 28,BARRANQUILLA,"10.981426239013672;-74.7685546875",42021747,Tienda,2,5
6843462,973056,MACA ,marian leal,CL 10 # 6 - 29,SILVANIA,"4.4032449927181005;-74.38771937973797",200005272,Comidas Rapidas,1,1
6640928,192333,TIENDA EL AGRADO,nn,CL 9 # 6 - 37,PUERTO COLOMBIA,"10.986843737773597;-74.95529626496136",42027253,Tienda,1,1
6955164,173573,tienda oriente,jairo velez,MZ 6 CS 14 SEC VILLA MARIELA,DOSQUEBRADAS,"4.813529566666666;-75.6602096",60032384,Tienda,2,2
6435639,640512,TIENDA YAIR,YAIR GUTIERRES,CL 45 # 2 - 94,BUCARAMANGA,"7.109630107879639;-73.13384246826172",52018299,Tienda,5,2
5587799,718085,charcuteria sofi,sofi,CL 32 # 37 - 12 SEC DIVINA PASTORA,CUCUTA,"7.875741004943848;-72.53608703613281",0,Tienda,9,1
5200939,384649,Tu tienda de Cafe,,CL 54 # 49 - 120 LC 138,MEDELLIN,"6.252860069274902;-75.56587982177734",1210025294,Cafeteria,10,2
5653550,71299,RESTAURANTE PATA LA CONCORDIA,olga,CL 51 A # 18 - 02,BUCARAMANGA,"7.11124594;-73.11933787",50901520,Restaurantes,6,1
4834626,117021,AL PUNTO LICORES Y VIVERES,sebatian moron,AV OLIMPICA # 1 A - 22 LC 4,TUNJA,"5.542553901672363;-73.35143280029297",130500152,Licoreria,3,2
7050218,412247,jacks burguer,,CL 40 # 67 - 04,RIONEGRO,"6.147618333333332;-75.387745",1224058455,Comidas Rapidas,4,1
4152349,419060,billar mi viejo ,Osvaldo ,CL 30 # 69 - 390 SEC NUEVA COLOMBIA,SANTA MARTA,"11.2246265;-74.1561468",82002123,Billar,6,3
6425151,470011,PANADERIA Y CAFETERIA EMPANADAS ELANTOJO,NO DECLARADO,CL 46 # 56 - 80,MEDELLIN,"6.249027729034424;-75.5748519897461",22052487,Panaderia,10,1
6763969,28091,NO TIENE,no declara,CL 53 B SUR # 12 A ESTE - 14,BOGOTA,"4.53716532;-74.08886999",10119829,Tienda,4,4
6451824,239991,CURBA PAN,carlos,MZ 190 LT 3 SEC EL POZON,CARTAGENA,"10.416566666666665;-75.45964666666667",72012832,Panaderia,2,6
4922938,1210365259,TIENDA WEBSITE,no indica,KR 20 43 29 SEC SAN MARTIN,VALLEDUPAR,"10.4464372;-73.2471595",1210365259,Tienda,3,1
6487526,679784,Cafeteria tu amiga ,Luz Marina obregon ,DG 15 # 55 - 56 LC 214 P 2,BUCARAMANGA,"7.108673095703125;-73.1173324584961",52014246,Cafeteria,6,1
5696300,1210615632,salsamentaria las villas,,KR 28 # 4 B - 18,ZIPAQUIRA,"5.014418706182418;-73.99288800129709",205000106,Tienda,4,1
6920603,147857,TIENDA NUEVA,NO DECLARADO,KR 12 # 49 - 38,FLORIDABLANCA,"7.087192058563232;-73.09040069580078",50010226,Tienda,1,1
6994666,412007,TIENDA SANTANDERIANA,Ermilia ,KR 21 # 10 - 74,ACACIAS,"3.984271666666667;-73.76441",125010786,Tienda,1,1
6128500,572428,COMIDAS RAPIDAS DONDE HUMBER ,,CL 72 A # 12 G - 38,SOLEDAD,"10.9068056;-74.8098714",42029672,Comidas Rapidas,3,1
4330251,407268,MARIANA,andrea gonzales,KR 41 # 2 A - 42,BOGOTA,"4.61133199;-74.11402606",17953286,Salsamentaria,16,3
6352095,335085,FRESKYPAN 5.1.2 TEJAR,sandra morales,KR 2 # 9 A - 30,FUSAGASUGA,"4.341406345367432;-74.35820007324219",200003769,Panaderia,5,1
6232789,44209,ASADERO PALMA,NO DECLARADO,KR 110 A # 18 - 34,BOGOTA,"4.68174937;-74.15017589",18017344,Restaurantes,9,5
6207374,845124,Pinchadasgrill,,KR 8 # 8 - 69,VILLA DEL ROSARIO,"7.829922199249268;-72.47240447998047",1224339719,Comidas Rapidas,1,1
5345435,680398,supertienda y variedades la 24,,KR 24 # 30 - 110,ARMENIA,"4.5317792892456055;-75.68434143066406",1224371423,Tienda,4,1
6754963,688241,DROGUERIA EL LABRADOR,Gloria ,CL 66 C # 61 - 58,BOGOTA,"4.669459819793701;-74.08511352539062",17993400,Drogueria,12,5
6681781,405193,Panaderia Salon de Onces Gran Manal,,CL 33 # 36 - 49,VILLAVICENCIO,"4.144079685211182;-73.63672637939453",125008013,Cafeteria,6,1
6679850,206261,CIGARRERIA SOLFRE,NA,CL 56 # 50 - 141,MEDELLIN,"6.2550201416015625;-75.56656646728516",20501094,Licoreria,10,2
7005789,158920,TIENDA EL JOHAN,no declara,CL 21 # 20 C - 02,BARRANQUILLA,"10.958695411682129;-74.7772216796875",40030207,Tienda,5,4
6186473,394699,majayura,,KR 31 # 52 - 25,BARRANCABERMEJA,"7.062098979949951;-73.84935760498047",1224172459,Comidas Rapidas,1,1
4329352,189697,tienda mixta Montoya,,CL 61 # 61 - 89,ITAGUI,"6.1817850000000005;-75.61074",1224063740,Tienda,1,1
5635427,728145,DARSALUD,Jorge,CL 71 A # 7 E BIS - 30,CALI,"3.465233333333333;-76.482585",0,Drogueria,7,1
5098816,22021211,EL RINCON DE LOS ALEJOS,NO DECLARADO,CL 77 DD # 87 - 43,MEDELLIN,"6.284863608889282;-75.59027756564319",22030742,Panaderia,7,1
4844483,529210,EL LIBERTADOR 2 ,ADRIANA MORENO ,MZ C CS 16 SEC BOSQUES DE VARSOVIA LC 2,IBAGUE,"4.430375243537128;-75.20189831033349",102005084,Tienda,9,2
3910098,1210749706,TIENDA DOÑA ROSA,NO DECLARADO,CR 39 21 60,DUITAMA,"5.8126378;-73.0202246",0,Tienda,6,1
5639886,728064,DROGUERIA LA REBAJA,alexandra,CL 15 SUR # 46 - 120 LC 107,MEDELLIN,"6.1915130615234375;-75.57948303222656",22040628,Drogueria,14,1
6963895,540214,RANCH FACTORY,,CL 15 # 12 - 55,SOGAMOSO,"5.719038457609713;-72.92809668928385",132008611,Cafeteria,1,1
6092959,470687,BAR K Y C DELICIAS,NO DECLARADO,KR 59 # 55 A - 60 LC 317,MEDELLIN,"6.258156283333333;-75.57301111666668",22051644,Bar,10,1
5611454,366116,DISTRIBUIDORA ORO NEGRO,,CL 33 # 38 - 99,BARRANQUILLA,"10.977526664733887;-74.77865600585938",42008074,Licoreria,2,2
6961985,414090,san esteban ,,CL 64 C # 8 C - 04,BUCARAMANGA,"7.100619792938232;-73.12133026123047",52025708,Tienda,7,1
5991530,570032,CAFETERIA CARWASH,OCTABIO CRUZ,CL 10 SUR # 4 - 69,NEIVA,"2.9149183333333335;-75.28250666666666",92006779,Cafeteria,6,3
5486849,706025,al carbon,,KR 84 # 30 - 02,MEDELLIN,"6.231369972229004;-75.60749053955078",1224231679,Comidas Rapidas,16,1
4543068,508345,FAMIDROGAS,no declarado,MZ 22 CS 5 SEC LUZ DEL MUNDO,SANTA MARTA,"11.215218;-74.1873924",82004502,Drogueria,9,2
5954355,794216,NO TIENE,na,CL 48 B # 100 - 18,MEDELLIN,"6.262013333333334;-75.61593833333333",22044471,Autoservicio,13,1
6555077,42592,Tienda,NO DECLARADO,KR 102 # 71 SUR - 51,BOGOTA,"4.637105;-74.20526",10911953,Tienda,7,2
6987945,898643,RESTAURANTE PARQUEADERO,no responde,KR 74 B # 65 - 27,MEDELLIN,"6.266901969909668;-75.586669921875",120059166,Restaurantes,7,2
6853123,157300,TDA DIVINO NIO,no da nombre,CL 42 B # 7 - 03,SOLEDAD,"10.90211009979248;-74.78241729736328",40000795,Tienda,2,3
6580787,3005998,mini boston,,TV 31 # 32A - 32,SINCELEJO,"9.302302775904536;-75.37995038554072",150704380,Tienda,7,1
4670992,411495,DISTRIBUIDORA DISTRIALEJO,cesar fuentes ,CL 42 # 22 - 27,GIRON,"7.073195893317461;-73.16694673150778",52008113,Salsamentaria,2,2
4399737,201411,TIENDA LA FRONTERA AZUL,pedro,TV 10 # 61 C - 113,SOLEDAD,"10.9039038;-74.7993749",42003987,Tienda,2,2
4123211,252096,TIENDA DYLAN,NELLY YOLANDA QUIROS,CL 19 # 28 - 76,DUITAMA,"5.819654823280871;-73.0262662936002",132000434,Tienda,6,1
4561587,322398,SALSAMENTARIA EL PUENTE ,amparo rincon ,CL 39 # 16 - 107 LC 2,GIRON,"7.07165575027;-73.1638183594",52003412,Salsamentaria,2,1
6917998,437882,AITOSERVICIO LA ALAMEDA,nn,CL 30 # 50 - 39,BARRANCABERMEJA,"7.040286666666666;-73.840465",52012505,Autoservicio,4,1
5562781,688366,MINIMARKET LA 11,,AV 2 # 11 - 40,CUCUTA,"7.89438009262085;-72.48371124267578",110001776,Tienda,4,1
5936812,709207,LAGUITO VINO Y CUCINA,Jorge,CL 1 # 1 - 15 LC 3,CARTAGENA,"10.395572662353516;-75.56275177001953",72009488,Restaurantes,1,1
7021778,579409,CAFETERIA CLASS DECOR ,carolina ,CL 16 # 27 - 16,BUCARAMANGA,"7.132850170135498;-73.11981964111328",52016556,Cafeteria,13,1
5730647,516408,KIERO POLLO,angelica,CL 6 A # 16 - 116,CUCUTA,"7.8907099999999994;-72.51710333333334",0,Restaurantes,9,1
6385245,433916,TDA PISCIS,,KR 15 B # 46 A - 05,SOLEDAD,"10.912771983454718;-74.78429182111343",42029508,Tienda,2,1
3872801,338918,TIENDA YULIETH # 2,no dio nombre ,KR 5 # 6 - 01,RIOHACHA,"11.5506881;-72.906707",1205252678,Tienda,1,1
4104387,90052,cafetería la principal ,doris iscala,KR 10 A # 47 - 27,FLORIDABLANCA,"7.0860883;-73.0887234",52001387,Cafeteria,4,1
6049367,815476,CAFETERIA MILANO ,,CL 15 # 8 - 119 LC 8,CALI,"3.4489800930023193;-76.52763366699219",1224216552,Cafeteria,9,1
7046431,465287,LA PLAYITA,mario,CL 22 # 17 - 75,BUCARAMANGA,"7.12646801;-73.1268742",1202308694,Licobar,3,2
6563665,767835,fritanga doa carmen,,CL 7 # 6 - 28,YUMBO,"3.5817114;-76.4942939",32041129,Comidas Rapidas,1,2
5412369,233225,RICO AVES,jorge,KR 88 D # 71 SUR - 12,BOGOTA,"4.623600006103516;-74.1987075805664",17932358,Restaurantes,7,2
3708955,79761,ATIKO PIZZA ,Antonio Ibarra,KR 1 F NORTE # 77 NORTE - 45,CALI,"3.49384045601;-76.4885864258",30904945,Comidas Rapidas,6,1
6030543,813520,TIENDA EL CHISPAZO DEL AHORRO,,CL 44 D # 34 - 11,CARTAGENA,"10.41221871;-75.50916889",0,Tienda,2,4
5789924,325030,SUPER EMPANADAS DE JAVI,jorge,KR 7 # 17 NORTE - 77,POPAYAN,"2.4538816666666667;-76.5978",180004971,Comidas Rapidas,1,1
5494600,707069,MORATA,leidy acosta,KR 5 # 37 - 36 SEC CADIZ,IBAGUE,"4.438038105145097;-75.21956149488688",0,Panaderia,10,1
5608861,720370,JUGOS EL DELIRIO ,na,KR 18 ESTE # 44 - 43,VILLAVICENCIO,"4.146198749542236;-73.58430480957031",125010608,Cafeteria,4,1
6826889,687431,tienda chapinero ,andres fernando,KR 14 # 40 - 02,CALI,"3.4456098079681396;-76.50584411621094",32048924,Tienda,8,2
4690532,509377,comidas rapidas la choza,,KR 52 # 52 - 23,BELLO,"6.335971832275391;-75.56034851074219",1224191033,Comidas Rapidas,1,2
